Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,0.000,0.000,4.900E-324,0,0,0,2337,96.733
2,147.691,186.805,2122.000,0,0,0,7226,299.099
3,0.000,0.000,4.900E-324,0,0,0,2111,87.379
4,0.000,0.000,4.900E-324,0,0,0,2677,110.807
5,0.000,0.000,4.900E-324,0,0,0,4857,201.041
6,0.000,0.000,4.900E-324,0,0,0,1324,54.803
7,244.606,347.193,4095.000,0,0,0,5554,229.892
8,312.014,354.959,1845.000,0,177,0,2770,114.656
9,352.585,294.411,1567.000,0,374,0,3495,144.665
10,155.451,247.870,1352.000,0,0,0,4880,201.994
11,339.666,353.543,2566.000,0,326,0,3807,157.580
12,413.853,337.220,1605.000,0,446,0,3950,163.499
13,57.267,143.316,796.000,0,0,0,2673,110.641
14,299.186,312.972,1519.000,0,273,0,2995,123.969
15,359.820,335.103,1983.000,0,388,0,7113,294.422
16,349.324,364.338,2699.000,0,334,0,6209,257.004
17,158.330,258.019,1342.000,0,0,0,4257,176.206
18,269.694,392.884,2694.000,0,0,0,2959,122.479
19,539.924,486.520,2399.000,0,585,0,11517,476.713
20,333.898,325.478,2345.000,0,336,0,6963,288.213
21,447.062,422.114,1792.000,0,464,0,5060,209.444
22,431.580,368.044,2632.000,0,459,0,5228,216.398
23,0.000,0.000,4.900E-324,0,0,0,1282,53.065
24,349.873,339.827,2162.000,0,365,0,8427,348.811
25,344.495,415.121,1990.000,0,0,0,2796,115.732
26,119.093,290.128,1740.000,0,0,0,6359,263.212
27,96.463,220.748,1697.000,0,0,0,3786,156.711
28,89.923,131.555,580.000,0,0,0,1964,81.294
29,0.000,0.000,4.900E-324,0,0,0,2577,106.667
30,0.000,0.000,4.900E-324,0,0,0,971,40.192
31,27.659,109.524,755.000,0,0,0,2542,105.219
32,0.000,0.000,4.900E-324,0,0,0,2538,105.053
33,101.806,205.070,943.000,0,0,0,2834,117.305
34,112.819,215.795,1250.000,0,0,0,6154,254.727
35,0.000,0.000,4.900E-324,0,0,0,6874,284.529
36,0.000,0.000,4.900E-324,0,0,0,2821,116.767
37,4.137,55.783,943.000,0,0,0,3236,133.945
38,40.618,115.541,613.000,0,0,0,2595,107.413
39,22.426,74.302,718.000,0,0,0,5805,240.281
40,92.658,177.321,1015.000,0,0,0,3611,149.467
41,0.000,0.000,4.900E-324,0,0,0,3532,146.197
42,0.000,0.000,4.900E-324,0,0,0,1227,50.788
43,49.591,209.544,1960.000,0,0,0,7197,297.899
44,0.000,0.000,4.900E-324,0,0,0,7862,325.425
45,0.000,0.000,4.900E-324,0,0,0,74,3.063
46,517.223,437.360,3259.000,0,555,0,13797,571.087
47,0.000,0.000,4.900E-324,0,0,0,5425,224.552
48,10.151,83.053,1962.000,0,0,0,5090,210.686
49,0.000,0.000,4.900E-324,0,0,0,4549,188.293
50,0.000,0.000,4.900E-324,0,0,0,3428,141.892
51,482.935,450.835,2463.000,0,509,0,6473,267.931
52,209.065,329.490,4095.000,0,0,0,6032,249.677
53,102.512,218.858,2870.000,0,0,0,4983,206.257
54,0.000,0.000,4.900E-324,0,0,0,11829,489.627
55,0.000,0.000,4.900E-324,0,0,0,4189,173.392
56,0.000,0.000,4.900E-324,0,0,0,4958,205.222
57,144.748,227.929,1089.000,0,0,0,3992,165.237
58,0.000,0.000,4.900E-324,0,0,0,2994,123.928
59,0.000,0.000,4.900E-324,0,0,0,7153,296.078
60,0.000,0.000,4.900E-324,0,0,0,9752,403.656
61,81.013,233.731,2533.000,0,0,0,13590,562.519
62,0.000,0.000,4.900E-324,0,0,0,7242,299.762
63,0.000,0.000,4.900E-324,0,0,0,3245,134.317
64,0.000,0.000,4.900E-324,0,0,0,7112,294.381
65,0.000,0.000,4.900E-324,0,0,0,3477,143.920
66,0.000,0.000,4.900E-324,0,0,0,5576,230.802
67,0.000,0.000,4.900E-324,0,0,0,9526,394.301
68,0.000,0.000,4.900E-324,0,0,0,2795,115.691
