Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,0.000,0.000,4.900E-324,0,0,0,2337,96.733
2,0.000,0.000,4.900E-324,0,0,0,7226,299.099
3,0.000,0.000,4.900E-324,0,0,0,2111,87.379
4,26.704,139.407,1263.000,0,0,0,2677,110.807
5,24.560,64.561,485.000,0,0,0,4857,201.041
6,77.372,105.800,592.000,0,0,0,1324,54.803
7,0.000,0.000,4.900E-324,0,0,0,5554,229.892
8,0.000,0.000,4.900E-324,0,0,0,2770,114.656
9,0.000,0.000,4.900E-324,0,0,0,3495,144.665
10,0.000,0.000,4.900E-324,0,0,0,4880,201.994
11,0.000,0.000,4.900E-324,0,0,0,3807,157.580
12,0.000,0.000,4.900E-324,0,0,0,3950,163.499
13,0.000,0.000,4.900E-324,0,0,0,2673,110.641
14,0.000,0.000,4.900E-324,0,0,0,2995,123.969
15,0.000,0.000,4.900E-324,0,0,0,7113,294.422
16,0.000,0.000,4.900E-324,0,0,0,6209,257.004
17,0.000,0.000,4.900E-324,0,0,0,4257,176.206
18,0.000,0.000,4.900E-324,0,0,0,2959,122.479
19,0.000,0.000,4.900E-324,0,0,0,11517,476.713
20,0.000,0.000,4.900E-324,0,0,0,6963,288.213
21,0.000,0.000,4.900E-324,0,0,0,5060,209.444
22,0.000,0.000,4.900E-324,0,0,0,5228,216.398
23,536.477,628.659,2900.000,0,245,0,1282,53.065
24,0.000,0.000,4.900E-324,0,0,0,8427,348.811
25,0.000,0.000,4.900E-324,0,0,0,2796,115.732
26,0.000,0.000,4.900E-324,0,0,0,6359,263.212
27,0.000,0.000,4.900E-324,0,0,0,3786,156.711
28,0.000,0.000,4.900E-324,0,0,0,1964,81.294
29,0.000,0.000,4.900E-324,0,0,0,2577,106.667
30,0.000,0.000,4.900E-324,0,0,0,971,40.192
31,0.000,0.000,4.900E-324,0,0,0,2542,105.219
32,0.000,0.000,4.900E-324,0,0,0,2538,105.053
33,0.000,0.000,4.900E-324,0,0,0,2834,117.305
34,0.000,0.000,4.900E-324,0,0,0,6154,254.727
35,0.000,0.000,4.900E-324,0,0,0,6874,284.529
36,0.000,0.000,4.900E-324,0,0,0,2821,116.767
37,398.595,784.915,3624.000,0,0,0,3236,133.945
38,0.000,0.000,4.900E-324,0,0,0,2595,107.413
39,5.743,24.169,249.000,0,0,0,5805,240.281
40,0.000,0.000,4.900E-324,0,0,0,3611,149.467
41,0.000,0.000,4.900E-324,0,0,0,3532,146.197
42,24.549,50.450,382.000,0,0,0,1227,50.788
43,0.000,0.000,4.900E-324,0,0,0,7197,297.899
44,0.000,0.000,4.900E-324,0,0,0,7862,325.425
45,0.000,0.000,4.900E-324,0,0,0,74,3.063
46,0.000,0.000,4.900E-324,0,0,0,13797,571.087
47,0.000,0.000,4.900E-324,0,0,0,5425,224.552
48,0.000,0.000,4.900E-324,0,0,0,5090,210.686
49,0.000,0.000,4.900E-324,0,0,0,4549,188.293
50,0.000,0.000,4.900E-324,0,0,0,3428,141.892
51,0.000,0.000,4.900E-324,0,0,0,6473,267.931
52,0.000,0.000,4.900E-324,0,0,0,6032,249.677
53,0.000,0.000,4.900E-324,0,0,0,4983,206.257
54,0.000,0.000,4.900E-324,0,0,0,11829,489.627
55,0.000,0.000,4.900E-324,0,0,0,4189,173.392
56,0.000,0.000,4.900E-324,0,0,0,4958,205.222
57,0.000,0.000,4.900E-324,0,0,0,3992,165.237
58,0.000,0.000,4.900E-324,0,0,0,2994,123.928
59,25.738,64.745,417.000,0,0,0,7153,296.078
60,0.000,0.000,4.900E-324,0,0,0,9752,403.656
61,0.000,0.000,4.900E-324,0,0,0,13590,562.519
62,0.000,0.000,4.900E-324,0,0,0,7242,299.762
63,0.000,0.000,4.900E-324,0,0,0,3245,134.317
64,0.000,0.000,4.900E-324,0,0,0,7112,294.381
65,137.905,243.468,1415.000,0,0,0,3477,143.920
66,0.000,0.000,4.900E-324,0,0,0,5576,230.802
67,0.000,0.000,4.900E-324,0,0,0,9526,394.301
68,0.000,0.000,4.900E-324,0,0,0,2795,115.691
69,0.000,0.000,4.900E-324,0,0,0,2553,105.674
70,0.000,0.000,4.900E-324,0,0,0,8160,337.760
71,0.000,0.000,4.900E-324,0,0,0,6608,273.519
72,0.000,0.000,4.900E-324,0,0,0,3126,129.392
73,0.000,0.000,4.900E-324,0,0,0,5050,209.030
74,0.000,0.000,4.900E-324,0,0,0,5250,217.309
75,0.000,0.000,4.900E-324,0,0,0,2711,112.214
76,0.000,0.000,4.900E-324,0,0,0,2796,115.732
77,0.000,0.000,4.900E-324,0,0,0,2183,90.359
78,0.000,0.000,4.900E-324,0,0,0,5327,220.496
79,20.652,130.261,2142.000,0,0,0,4635,191.852
80,10.153,35.876,295.000,0,0,0,4010,165.982
81,0.000,0.000,4.900E-324,0,0,0,6805,281.673
82,120.609,232.190,1833.000,0,0,0,9693,401.214
83,0.000,0.000,4.900E-324,0,0,0,5700,235.935
84,0.000,0.000,4.900E-324,0,0,0,6021,249.222
85,15.351,61.060,391.000,0,0,0,519,21.483
86,17.156,53.913,313.000,0,0,0,3988,165.072
87,0.000,0.000,4.900E-324,0,0,0,3606,149.260
88,0.000,0.000,4.900E-324,0,0,0,2522,104.391
89,233.864,337.029,3939.000,0,0,0,3646,150.916
90,0.000,0.000,4.900E-324,0,0,0,2541,105.177
91,0.000,0.000,4.900E-324,0,0,0,5883,243.510
92,102.098,211.549,1272.000,0,0,0,2801,115.939
93,65.143,112.944,594.000,0,0,0,5015,207.581
94,0.000,0.000,4.900E-324,0,0,0,6900,285.606
95,0.000,0.000,4.900E-324,0,0,0,2530,104.722
96,0.000,0.000,4.900E-324,0,0,0,3080,127.488
97,0.113,4.377,204.000,0,0,0,2441,101.038
98,0.000,0.000,4.900E-324,0,0,0,6620,274.016
99,8.701,40.390,567.000,0,0,0,10393,430.188
100,1.421,14.765,337.000,0,0,0,16184,669.890
101,0.000,0.000,4.900E-324,0,0,0,6739,278.941
