Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,0.000,0.000,4.900E-324,0,0,0,290,12.004
2,0.000,0.000,4.900E-324,0,0,0,4132,171.032
3,43.709,105.941,554.000,0,0,0,6193,256.341
4,0.000,0.000,4.900E-324,0,0,0,2925,121.072
5,0.000,0.000,4.900E-324,0,0,0,4070,168.466
6,26.919,75.336,530.000,0,0,0,6518,269.794
7,0.000,0.000,4.900E-324,0,0,0,5903,244.338
8,0.000,0.000,4.900E-324,0,0,0,541,22.393
9,207.445,240.514,1187.000,0,0,0,4826,199.758
10,0.000,0.000,4.900E-324,0,0,0,10383,429.774
11,0.000,0.000,4.900E-324,0,0,0,93,3.849
12,0.000,0.000,4.900E-324,0,0,0,7642,316.319
13,0.000,0.000,4.900E-324,0,0,0,4766,197.275
14,0.000,0.000,4.900E-324,0,0,0,11870,491.324
15,0.000,0.000,4.900E-324,0,0,0,4843,200.462
16,72.759,98.301,507.000,0,0,0,8453,349.888
17,11.716,53.133,409.000,0,0,0,4454,184.360
18,0.000,0.000,4.900E-324,0,0,0,3401,140.775
19,159.031,191.342,732.000,0,0,0,12609,521.913
20,0.000,0.000,4.900E-324,0,0,0,5808,240.405
21,0.000,0.000,4.900E-324,0,0,0,5609,232.168
22,28.090,91.135,550.000,0,0,0,4339,179.600
23,0.000,0.000,4.900E-324,0,0,0,7988,330.640
24,171.762,340.091,1207.000,0,0,0,998,41.309
25,0.000,0.000,4.900E-324,0,0,0,6831,282.750
26,0.000,0.000,4.900E-324,0,0,0,5721,236.804
27,8.163,29.656,248.000,0,0,0,14515,600.807
28,0.000,0.000,4.900E-324,0,0,0,6823,282.418
29,0.000,0.000,4.900E-324,0,0,0,2593,107.330
30,0.000,0.000,4.900E-324,0,0,0,5038,208.533
31,389.255,403.633,1463.000,0,400,0,1163,48.139
32,0.000,0.000,4.900E-324,0,0,0,4559,188.707
33,0.000,0.000,4.900E-324,0,0,0,4888,202.325
34,0.000,0.000,4.900E-324,0,0,0,5300,219.378
35,59.927,89.173,525.000,0,0,0,14708,608.795
36,0.000,0.000,4.900E-324,0,0,0,3027,125.294
37,81.494,136.356,728.000,0,0,0,5741,237.632
38,0.000,0.000,4.900E-324,0,0,0,515,21.317
39,209.134,226.897,1812.000,0,200,0,9932,411.106
40,0.000,0.000,4.900E-324,0,0,0,5621,232.665
